Content,author,published_date
"72 personas con el síndrome viral del #COVID?19  son transportados en guaguas a un hospital, a su llegada desde China. Miren el motín que se formó en el camino, en Ucrania. https://t.co/dzz0RwDhS5",Héctor Vázquez Muñiz,"Sat, 22 Feb 2020 02:44:49 GMT"
Detenidos por salir a buscar comida . El Régimen Comunista no perdona . Adivináis dónde acabarán? #Coronavirius #COVID?19 pic.twitter.com/RtTmVeFuV1,Athenea Hübner R.,"Sun, 16 Feb 2020 13:58:29 GMT"
#COVID?19 : Coping with stress pic.twitter.com/HgUlb3EgfQ,BERNAMA,"Sat, 22 Feb 2020 08:32:40 GMT"
"#COVID19 #COVID?19 - #China - 20200221 - Yichun, Jiangxi - Roche Gold Bank bankrupt. Clients defy epidemic to demand their money (3) pic.twitter.com/d23sqDD308",Ruud Wedding,"Sat, 22 Feb 2020 08:24:07 GMT"
"#COVID19 #COVID?19 - #China - 20200222 - Nanyang, Henan - Woman thrown in the trunck of a police car. pic.twitter.com/aXSdnVO7hO",Ruud Wedding,"Sat, 22 Feb 2020 08:26:13 GMT"
"#COVID19 #COVID?19 - #China: video could not be uploaded. So, I do it this way. pic.twitter.com/atC75DoJpc",Ruud Wedding,"Sat, 22 Feb 2020 08:39:04 GMT"
This woman’s call for help should be heard around the world. This is what happens under socialist/communist regimes. I pray for her. #Wuhan #COVID?19 #coronavirus #politics #china #fuckchina #freethepeople #hongkong pic.twitter.com/WA60UJcjo9,Left Right in the Middle,"Thu, 20 Feb 2020 03:31:30 GMT"
"#COVID19 #COVID?19 - #China - 20200222 - unknown place, Hubei - Residents turn against each other over an suspected virus case. pic.twitter.com/z23qg8JIak",Ruud Wedding,"Sat, 22 Feb 2020 08:27:46 GMT"
Places Most Likely to Experience #CoronaVirus Outbreak In the Next Few Weeks.1) China2) South Korea3) Japan 4) Hongkong5)Singapore6) Thailand7) Malaysia8) USA#COVID_2019 #Covid_19 #COVID?19 #CoronavirusOutbreak#Covid19 Top 20 PlacesLink: https://t.co/AsEp9cIOS5 pic.twitter.com/eG6fAIaAFx,&nbsp;?? Desi Stree,"Fri, 21 Feb 2020 09:41:53 GMT"
"Atualização sobre o #coronavirus em 13.02.2020 ás 21:33hs (horário de Brasília, Brasil)Infectados: 65.246Mortos: 1.489Estado crítico: 8.030Suspeitos: 13.435Recuperados: 6.977Fonte ao vivo 24hs: https://t.co/bP0B7ZMcs6#WuhanVirus #COVID2019 #COVID?19 #covid19UK pic.twitter.com/szGYNaAdjC",Kamille Tonus,"Fri, 14 Feb 2020 00:32:46 GMT"
Robô servindo infectados pelo  #COVID?19 #coronavirus em hospital quarentena.?? pic.twitter.com/HTlzYHzAZo,Ulukai,"Wed, 19 Feb 2020 23:15:54 GMT"
"Aufgeschoben ist nicht aufgehoben. Das man immer gleich von #Rassismus sprechen muss? Natürlich ist’s ne scheiss Situation wegen des #COVID?19, aber derzeit können wir es eben nicht ändern.",???&nbsp;????&nbsp;????&nbsp;????,"Wed, 12 Feb 2020 22:58:59 GMT"
"@ChinaEmbGermany Riesen Respekt vor dem was das Chinesische Volk aktuell leistet. Auch wenn ich nicht glaube, dass das Virus #COVID?19 noch aufzuhalten ist, so wird es der Welt kostbare Zeit geben bis eine Impfung entwickelt worden ist und somit viele Tote vermeiden.DANKE!!!",Steve,"Sat, 15 Feb 2020 23:47:00 GMT"
Bats and snakes are for sale at an  Indonesian market despite of govt request to take them off the menu over the fears of a link to the deadly coronavirus.#CoronavirusFrance #COVID?19 #COVID?19 #WuhanCoronavirus #WuhanPneumonia #Indonesia pic.twitter.com/9dKO0k0MdO,Global Politics,"Sat, 15 Feb 2020 23:37:38 GMT"
How long will you last before losing your mind in quarantine? What are you doing to mentally prepare? #coronavirus #COVID?19 #COVID #china #chinavirus #WuhanOutbreak https://t.co/Bv1vEvAULI,CoronaVirus PREDICTIVE News,"Sat, 22 Feb 2020 02:15:02 GMT"
#China: Youngest patient of #coronavirus- a 17-day-old infant has been discharged from a #Wuhan hospital.#CoronavirusOutbreak #ChinaCoronaVirus #ChinaVirus #corona #coronaviruschina #COVID2019 #COVID?19 #COVID #WuhanCoronavius #Wuhanvirus #????  pic.twitter.com/wywvAtGNur,Annu Kaushik,"Sat, 22 Feb 2020 02:58:52 GMT"
"Situasi semasa #COVID?19 di seluruh dunia yang dikeluarkan WHO jam 10 pagi, 22 Februari. Sumber: Twitter KKMPutrajaya@KKMPutrajaya pic.twitter.com/PCbBJvfKtU",Sinar Harian,"Sat, 22 Feb 2020 04:54:57 GMT"
#COVID?19 pic.twitter.com/dBrljzMNJt,genna fantutzzi,"Sat, 22 Feb 2020 02:04:28 GMT"
10 Italian Towns In Lockdown Over Coronavirus Fearshttps://t.co/M5fikXD8rl #Coronavirustruth #COVID?19,OffGridMobile,"Sat, 22 Feb 2020 02:07:56 GMT"
#covid?19 they are down playing it using the wrong numbers 77661infected but 20925 recover and 2360 dead is just over 11% death rate not 2% don't drink the Kool aid plan for the worst and hope for the best,Randall Joe Cadle,"Sat, 22 Feb 2020 05:35:30 GMT"
If this report is true - that a leaked government document shows Carrie Lam intending to use #coronavirusfor political gain - it is shocking@appledaily_hk can we see the document?@newsgovhk What does Carrie Lam have to say about it?#StandwithHK https://t.co/TM8EtL2YxJ,Benedict Rogers,"Sat, 22 Feb 2020 08:20:52 GMT"
"Appledaily obtained secret reports by #Carrielam to Beijing on anti-#coronavirus work, slamming #HongKongProtests for causing #HKgov's handling of #COVID19 failed. She also blamed pro-gov parties for not supporting her wholeheartedly, while only 11% feel satisfied with her work. pic.twitter.com/eSq4sVTE1T",Demosisto¯ ???? &nbsp;??,"Sat, 22 Feb 2020 10:28:46 GMT"
"Amid the novel #coronavirus outbreak, why did these foreigners choose to stay in China? #StayStrongChina pic.twitter.com/D7El6Zd0uI",China Xinhua News,"Sat, 22 Feb 2020 12:30:40 GMT"
"Better quality:#Coronavirus vs Ebola, SARS, Swine Flu, MERSSource: https://t.co/vJ6uqBHvWN pic.twitter.com/WF9IPPmtHh",Joe Black,"Sat, 22 Feb 2020 12:01:40 GMT"
#coronavirus madness pic.twitter.com/oE5jGVK483,Carlyle Gordon,"Sat, 22 Feb 2020 11:55:52 GMT"
#BREAKING US says Russia behind huge #coronavirus disinformation campaign pic.twitter.com/DvsCrasr37,AFP news agency,"Sat, 22 Feb 2020 13:23:35 GMT"
"In Wuhan, two makeshift hospitals held birthday parties for #coronavirus-infected patients born in February. pic.twitter.com/qtRIUJAmGe",CGTN,"Sat, 22 Feb 2020 13:20:00 GMT"
"Yichun, Jiangxi, China. Protesters in front of the bank, Chinese people can’t access their money, funds are frozen due to failing financial institution. Is this a beginning of the #coronavirus related global financial crisis? (Video by UiXP) pic.twitter.com/wsxGmdd3oh",Lady and the T,"Sat, 22 Feb 2020 12:16:47 GMT"
Shocking #Coronavirus drill: what happened if you have fever & try to run thru the police. Scary. pic.twitter.com/oS65GENru0,CMDASS,"Sat, 22 Feb 2020 07:49:40 GMT"
"To date, South Korea has tested more than 16,000 of its residents for #Coronavirus and the country continues to identify new cases. This graph plots their cumulative testing volume over time and the number of coronavirus cases that they’ve identified, which are now accelerating. pic.twitter.com/R62qj5bV0v",Coronavirus breaking NEWS ?????? ?????? ????,"Sat, 22 Feb 2020 08:38:20 GMT"
#Indian Govt has issued a travel advisory to its citizens to avoid all non-essential travel to #Singapore due to #CoronaVirus outbreak..,Ramesh Bala,"Sun, 23 Feb 2020 02:37:50 GMT"
"Our Sunday social is back at a new venue Tempura Oji @dubskankinhifi  Sunsplash Sunday on Sunday March 8, 5pm-12am. Live performance @randolf_arriola + DJ sets Rumshot, Submerge , Haili , Ras Irie & TwinhedReggae, Dancehall, Dnb, Afrobeat #sunsplashsundaysg #singapore pic.twitter.com/xMO5sOZp2T",Dub Skank'in Hifi,"Sun, 23 Feb 2020 02:39:47 GMT"
A quick visit to the jewelchangiairport before flying home. Thank you #singapore for a quick weekend romp @ Jewel Changi Airport https://t.co/as5dJEpeDr,Kenneth Ong,"Sun, 23 Feb 2020 02:40:03 GMT"
Typical commute in Thailand #Thailand #Singapore pic.twitter.com/u0N7ydQi4K,E roc,"Sun, 23 Feb 2020 02:18:01 GMT"
Anyone who depends on putting down others to gain attention must be incredibly immature and insecure deep down. #Singapore https://t.co/9LEmiPzHPx,Roy Phang,"Sun, 23 Feb 2020 02:10:00 GMT"
"“Grace Assembly of God church virus cluster continued to balloon... number of infections connected to the cluster is 23, compared to the range of 3 to 9 cases in the other four clusters identified here.“Dog works in mysterious ways. Targets Assembly of God.Ramen#Singapore",&nbsp;??Michael Dowling &nbsp;??#ClimateCrisis,"Sun, 23 Feb 2020 02:09:44 GMT"
"#Jamjam's family memory in #Singapore, Two people now become 3people! #TROS #ep316 #kbsworld pic.twitter.com/BmxcPkglGs",KBS World TV,"Sat, 22 Feb 2020 11:53:00 GMT"
"Moves to #Singapore for less than 2 years, and talking like he an expert in all things Singaporean. Hello, lim peh has 42 years more experience eating char kway teow and kaya toast okay? pic.twitter.com/SBIseM5Gzk",Roy Phang,"Sun, 23 Feb 2020 01:50:49 GMT"
#Singapore: Woke up to this. Shiok-shiok. ???? pic.twitter.com/jYyWNythB8,Haseenah Koyakutty,"Sun, 23 Feb 2020 01:11:05 GMT"
This may be #Namibia soon -> #Singapore has almost wiped out its mother tongues. Decades of linguistic engineering & preference of English to reinforce Singapore’s global competitive edge resulted into some elder not being able talk to their  grandchildren https://t.co/EkEDUz3jMS,Tutaleni,"Sun, 23 Feb 2020 01:55:57 GMT"
????#singapore???? #traveller #madagascar @ Universal Studio Singapore https://t.co/DNzMfLxw1U,Mykel Tumabiao,"Sat, 22 Feb 2020 16:18:02 GMT"
#uss #singapore #sentosa ??: Universal Studio Singapore https://t.co/9ZiXCMhCC6,K y o k a,"Sat, 22 Feb 2020 18:13:38 GMT"
Chocolates or Me? ????#singapore???? #universalstudiosingapore #traveller @ Universal Studio Singapore https://t.co/9USmqe3TPz,Mykel Tumabiao,"Sat, 22 Feb 2020 03:34:20 GMT"
"¡Buen viernes para ti, Rabi querido amigo!#Singapore ??@captsingh pic.twitter.com/7gSCOmFVrY",Marina Gonella &nbsp;??,"Fri, 21 Feb 2020 00:31:09 GMT"
Hoy nos fuimos hasta #Singapore para hablar con @nachochacal y su cuarentena. ¡Un Crack! ?? https://t.co/nPLmTGtR9Q,Carlos Valle &nbsp;??,"Thu, 20 Feb 2020 13:03:18 GMT"
???1? ??????????????????(^o^)/#?????? #???????? #Singapore #BotanicGarden#?????????????? pic.twitter.com/HgXqDB3vME,?????,"Sun, 23 Feb 2020 00:40:01 GMT"
"La casa #TangTengNiah o #TangTengNiahHouse es la casa más famosa, bonita y colorida del #BarrioIndio #LittleIndia de #Singapur #Singapore.#LosViajesdeHector #Asia #Asiaconniños #CValencianaTB #CVTravelBloggers… https://t.co/vC7XwxJVmR",Hector Arenós Marco,"Fri, 21 Feb 2020 14:01:03 GMT"
#coronavirus Singapore ???? Cases:?? ?? ??#singapore #COVID19 #coronavirussingapore pic.twitter.com/v2LX4gS9fH,CoronaVirus Updates&nbsp;??,"Sun, 16 Feb 2020 08:01:50 GMT"
"#Singapore #China ???? #Coronavirus #COVID19 ??Singapur tiene uno de los mejores sistemas sanitarios del mundo. Comenté que debíamos fijarnos en este país y en los datos que aporten para conocer el alcance real de virus.Informan de 9 nuevos casos positivos, total 67 casos.",€ FINANZAS TIME $,"Fri, 14 Feb 2020 11:12:45 GMT"
This is heavy but it's what we need to hear. #COVID19 #SARSCoV2 #deaths #coronavirus #outbreak #Wuhan #coverup #China #pandemic #USA #Australia #UK #Japan #Singapore #HongKong #2019nCoV #Taiwan #CDC #Italy #France #Iran #Indonesia #Florida #Spain #News #Military #NYC #Breaking https://t.co/D7gZ69RePh,&nbsp;??? Pandemic Survivors USA &nbsp;????,"Sun, 23 Feb 2020 00:24:38 GMT"
Easy Fahrkarte ziehen MRT Singapur#mrtsingapore #fahrkartemrt#singapore https://t.co/LZvCN3xxfZ,katzman,"Thu, 13 Feb 2020 11:56:48 GMT"
"Guten Tag, #Merlion ! #Singapore  #Reise ??: Merlion Park https://t.co/5RZRbd9QNB",Ms.Padfoot,"Sat, 22 Feb 2020 08:55:29 GMT"
Schöne Nacht in #Singapore ??: Jewel Changi Airport https://t.co/S1He0XYTKB,Ms.Padfoot,"Fri, 21 Feb 2020 13:00:23 GMT"
Häagen-Dazs Promotions 2020: 1-for-1 Parfait! https://t.co/eYnoakk90h #singapore #promosg #promotion,Promo & Sales Singapore,"Fri, 21 Feb 2020 12:48:26 GMT"
Schon nach dem ersten paar Stunden lässt sich festhalten: #Singapore ist eine geile Stadt!! Ich freue mich auf die kommenden Tage. Es gibt viel zu sehen und erkunden!,Stefan,"Sun, 16 Feb 2020 11:57:21 GMT"
"Differentemente dai media, ho provato a fare un po' di chiarezza sul mio profilo #Facebook.Il 2019-nCoV non è stato oggetto di analisi.#coronavirus #WuhanVirus #coronarvirusitalia pic.twitter.com/dNl2H3yUaL",Gabriele Di Leo,"Tue, 11 Feb 2020 17:13:56 GMT"
"Mi scrivono in privato amici ed amiche in Lombardia e Veneto interi Paesi in quarantena #coronavirusitalIa ,divieto di aprire Negozi ecc ! Stiamo diventando la #WuhanVirus in Italia!!",vito contesi&nbsp;????&nbsp;????&nbsp;?&nbsp;?,"Sat, 22 Feb 2020 18:52:46 GMT"
"Giappone. 85 nuovi casi di infezione da #WuhanVirus in Giappone. Sono stati trovati sulla nave da crociera ""Diamond Princess"" vicino a Yokohama, portando il numero totale di persone infette sulla nave a 454. https://t.co/4R5qsrPUUF",yelania#facciamognègnè,"Mon, 17 Feb 2020 09:56:29 GMT"
"They keep saying there’s nothing really to fear from the #WuhanVirus, so let’s keep those borders wide open! Right, Democrats?  pic.twitter.com/e6qDuciM7t",James Woods,"Wed, 12 Feb 2020 10:19:04 GMT"
"#coronarvirusitalia #CoronaVirusitaly #WuhanVirusMi raccomando fate uscire sempre notizie false, prima delle verifiche e degli esami.Create allarmismo sempre pic.twitter.com/fRewvcTOBH",Francesco,"Sat, 22 Feb 2020 20:56:36 GMT"
"nonostante l'oms dica che il #coronavairus sia più pericoloso del terrorismo, noi ce ne stiamo belli belli con la pipa in bocca.#WuhanVirus",UOMO MERO&nbsp;??,"Wed, 12 Feb 2020 09:06:39 GMT"
Le dichiarazioni della #OMS su #coronavirus sono inaccettabili perché #Influenza normale fa tutti i giorni i morti che ha fatto in totale la nuova pandemia arrivata da #WuhanVirus,Mister Luigi,"Wed, 12 Feb 2020 09:08:10 GMT"
Don’t think that is racial discrimination. It’s just the epidemic prevention. “Mulan is coming. Let’s put on our masks!” #WuhanVirus #WuhanPneumonia #WuhanCoronavirus #WuhanCoronavirusOutbreak #SOSHK #closeborders pic.twitter.com/ypWX4yQMGS,MiffyPekkle,"Thu, 13 Feb 2020 02:23:08 GMT"
The Communist Party government certainly won’t care if people living inside will survive or not. It’s not their business#WuhanCoronavirus #CoronavirusOutbreak #Coronavius #coronaviruschina #WuhanVirus #chinazi pic.twitter.com/CwLGEYTSUu,Himalaya Global,"Wed, 12 Feb 2020 20:06:06 GMT"
Chinese woman tries her best to spread virus by touching and spitting on every car on the street.#wuhan #corono #wuhanvirus #coronovirus #chinavirus #uighur #uyghur #standwithuighur #virusthreatincamps pic.twitter.com/yIGtXtZGIk,UNN.TV,"Thu, 13 Feb 2020 03:55:01 GMT"
"#coronavirus , ecco chi è l'uomo ricoverato: contagio in un locale a #Milano, #Milano come #WuhanVirus ?! https://t.co/hIild3f1yJ",Vittoriano,"Fri, 21 Feb 2020 19:03:00 GMT"
China announced it will build 19 more field hospitals in #Wuhan. That doesn't make any sense when they keep saying this is slowing down... who ever would guess they might be lying... #Chinalies #Wuhan #China #Chinavirus #Wuhanvirus #covid19 #covid #covid2019 #coronavirus,Coronavirus 'Just the Flu' News,"Fri, 21 Feb 2020 22:45:12 GMT"
//The evidence points to SARS-CoV-2 research being carried out at the Wuhan Institute of Virology. The virus may have been carried out of the lab by an infected worker or crossed over into humans when they unknowingly dined on a lab animal.//#WuhanVirushttps://t.co/SaeXA08sKT,Antoine Doinel,"Sun, 23 Feb 2020 01:15:39 GMT"
The real situation in china.Retweet and share. ??FOLLOW ME FOR REGULAR VIDEO UPDATES DIRECT FROM CHINA??#China_coronavirus#WuhanVirus#coronavirus #COVID19#coronoavirusoutbreak #coronaviruswuhan pic.twitter.com/4fYqbB206T,Raymo Faro,"Mon, 17 Feb 2020 00:06:07 GMT"
"Chinese couldn’t suffer the disaster,  we shouldn’t wait another 70years.  Destroy evil CCP. Chinese liberate now. ??#AntiChinazi #WuhanVirus pic.twitter.com/Nveai8S0IZ",Lincoln &nbsp;??,"Sun, 23 Feb 2020 02:07:33 GMT"
#outbreak2020 - #COVID19 - #WuhanVirusDay32 - 22 Feb 2020?? new cases: 1.76k ? (0.71 : below the avg)?? new deaths: 207 ?? (2.69 : above the avg)?? confirmed cases: 78.60k?? deaths toll: 2.46k?? recovered: 22.89k?? pic.twitter.com/qim9s3Yevz,un__pleasant,"Sun, 23 Feb 2020 01:35:58 GMT"
"The infections and #WuhanVirus deaths were under-reported before, but now it's not even clear what definitions are being used to say who has died from the virus. It's deliberately opaque. And, look, the PRC numbers are falling in line with CCP demands, while they rise elsewhere. https://t.co/7BCwhostKO",&nbsp;?? Top Tweets,"Sun, 23 Feb 2020 01:17:23 GMT"
"#BREAKING: #Italy to put 11 towns, 50,000 people, under lock down due to #coronavirus outbreak#coronovirus #WuhanVirus #China pic.twitter.com/KoSOaHSKnS",Andreas Mountzouroulias,"Sat, 22 Feb 2020 23:52:40 GMT"
There it is! #CoronaVirus! Hidden in plain sight! ??#Coronavirustruth #WuhanVirus #DeanKoontz pic.twitter.com/QSHTHsfuw3,Deaf Novelist&nbsp;??&nbsp;????,"Tue, 18 Feb 2020 13:21:15 GMT"
"#CCPChina cop telling this #China woman to apologise for disagreeing with him, and get on her knees to beg.Netizens: an extreme authoritarian regime, always bullying the weak. There’s no hope for Chinese.#coronavirus #COVID2019 #WuhanVirus #2019nCoV pic.twitter.com/K6Y3K6TLWu",Jennifer HY Chan &nbsp;????&nbsp;?,"Sat, 22 Feb 2020 09:32:18 GMT"
"A man in his 40s in Gyeongju, #SouthKorea was found dead in his apartment. The test showed positive for #coronavirus. He didn't report to work, so his coworker checked & found him dead.A man in 60s & a woman in 50s also died of the #WuhanVirus in SK.https://t.co/e7Hy2dO7B1",Tara O,"Sat, 22 Feb 2020 21:49:19 GMT"
"????????,???????????????????????????????????,????,??????????,????,???????????????????????????, ????????????????????????,????????????????,CCP??! https://t.co/T9se3T3zFz",meilong,"Fri, 21 Feb 2020 19:18:02 GMT"
"#China The end of ppl who don't wear a mask--be tied up to show the crowd, public shaming????#coronaviruschina #COVID?19 #COVID #CoronavirusOutbreak Is this acceptable for you? pic.twitter.com/fWlagfbz4R",CoronaVirusIntel,"Sun, 16 Feb 2020 02:48:56 GMT"
ULTIMA HORA: Hay un paciente en el Hospital Auxilio Mutuo con posibles síntomas del #Coronavirus #COVID?19 Fuentes de entero crédito lo confirman. ¡Se prendió esto!,Guabá David,"Sat, 22 Feb 2020 00:49:03 GMT"
Chart comparando los últimos outbreaks de virus como para hacerse una idea de la virulencia del #COVID?19 pic.twitter.com/W2r5Vjbdz8,Pullback Leeson &nbsp;??,"Sat, 22 Feb 2020 17:33:46 GMT"
"Health officials in China have published the first details of more than 44,000 cases of Covid-19, in the biggest study since the outbreak began. #COVID?19 #coronavirus #COVID2019  https://t.co/YzdeNh67Pk pic.twitter.com/FHaGFIujyQ",PRC Clinical,"Sun, 23 Feb 2020 00:55:10 GMT"
How do you greet people in #COVID?19 times? Watch this video to see #culture change in action! pic.twitter.com/J7t1VUQLyQ,Language on the Move,"Sun, 23 Feb 2020 00:31:12 GMT"
"FBI orders $40,000 worth of masks and hand sanitizer directly from 3M and PDI directly, demands 7 day delivery, order placed on FEB 20 - stated reason “in case the coronavirus becomes a pandemic in the United States.” #coronavirus #COVID2019 #COVID?19 #FBI #Pandemic incoming. pic.twitter.com/ynuG78JTtA",Coronavirus Analyst - COVID19 News & Analysis,"Sat, 22 Feb 2020 21:51:34 GMT"
"Yes... the Iranian regime has been lying, and not only risking the lives of its own citizens, but putting the rest of the world at risk.Wonder how many infected have been sent abroad to sow the seeds of #COVID?19 around the world? https://t.co/Xl7ofZuSvp",TheSaltyMedic,"Sat, 22 Feb 2020 20:58:43 GMT"
Volunteer Victoria is showing off the food donated by caring volunteers and business donors. #volunteers #yegcorezone #Yeg #coronavirus #COVID?19 #Grateful pic.twitter.com/T7I2IG8erc,lsolation 4 love,"Sat, 22 Feb 2020 23:36:43 GMT"
"Communist in Uyghur Region are truly treacherous and evil, while the people from Hunan are experiencing #COVID?19  and escaping to other places , #Uyghur youth are transferred to Hunan for “poverty relief. https://t.co/nX8mug8npb",Erkin Arslan,"Sun, 23 Feb 2020 00:32:49 GMT"
"This guy has nailed it on #covid19 Governments and individuals have been alerted and should have been preparing sensibly for the inevitable #pandemic. If not, do so now in a calm and pragmatic manner based on your own and your countries available resources #coronavirus #COVID?19 https://t.co/rW8OywZ9ij",Martin Hunt,"Sat, 22 Feb 2020 23:28:49 GMT"
"#SouthKorea reports 123 more cases of new #coronavirus, total soars to 556Yonyap News#???19 #COVID?19 #coronavirusSouthKorea",COVID-19,"Sun, 23 Feb 2020 01:23:33 GMT"
Seriously. Have you seen this? #COVID?19 #COVID #CDC https://t.co/HTmWMW2EDO,Signe Knutson - Green Party,"Sat, 22 Feb 2020 22:48:32 GMT"
"Where the world stands today, although already outdated, reflecting the speed that the infection rate is increasing. #coronavirus #COVID?19 pic.twitter.com/JWmmNFjq8F",COVID-19,"Sat, 22 Feb 2020 22:35:35 GMT"
Is treatment of #COVID?19 possible?YESAccording to chinese multicenter study... related with Chloroquine in the light of early positive results of Covid 19 infected patients. https://t.co/gSxNdqdGdC,Prof. Dr. Mehmet Sait Bugdaci,"Sat, 22 Feb 2020 19:36:26 GMT"
It is possible that the spanish flu originate in china #coronavirus #COVID?19 pic.twitter.com/VOrM2tLq0F,michyeogane,"Sun, 23 Feb 2020 00:09:32 GMT"
Bats are known to carry many diseases and coronaviruses are one of them. Research have found out that bats in china have already infected humans before but health authorities were not aware of it. #coronavirus #COVID?19https://t.co/xcEcLfezc7 pic.twitter.com/AZzoJfDgix,michyeogane,"Sun, 23 Feb 2020 00:12:59 GMT"
Get ready for the same thing in USA as CDC guidelines only say test for Corona Virus is traveled from China. #COVID?19 https://t.co/PTAfLHjDo8,SuperEmpath&nbsp;?????,"Sat, 22 Feb 2020 23:49:56 GMT"
"#COVID19 growth of cases outside China.  If (*big IF) this rate continues as it is, it should be at more than 27,000 cases by mid-March.#coronavirus #Covid_19 #COVID?19 Data Source: John Hopkins -> https://t.co/SI6QdBiILY pic.twitter.com/fBUI1zeHAT",canadian emotional support troll,"Sat, 22 Feb 2020 20:01:13 GMT"
If we want to stop the spread of COVID-19 aka Coronavirus...immediately halt all global air traffic!  How do you think the virus is spreading so fast?  If we do this now we have a chance to slow this down and contain it regionally. #coronavirus #COVID?19#Infowars,Liberty and Justice,"Sat, 22 Feb 2020 19:29:11 GMT"
Italy now largest EU country with #WuhanCoronavirus #COVID?19 ... Lets observe their effort in containing the virus https://t.co/6psKrNlTde,xsaed ah,"Sun, 23 Feb 2020 00:27:40 GMT"
".@foreignoffice has changed travel advice for British nationals to advise against all but essential travel to #Daegu and #Cheongdo following a growing number of #COVID?19 cases in these cities. If you’re in the area, follow local instructions https://t.co/diAmHo7MuG",UKinKorea&nbsp;????&nbsp;????,"Sat, 22 Feb 2020 23:49:16 GMT"
Fears of a global coronavirus pandemic as cases of reported infections surge  https://t.co/Act7wdvU87.   #COVID?19 #coronavirus,Soma,"Sun, 23 Feb 2020 00:57:37 GMT"
"That's a game changer, means the possibility of a pandemic is real & not fake news #COVID?19 https://t.co/uZy8xMBDfC",David Unger,"Sun, 23 Feb 2020 00:31:26 GMT"
"Iran shuts schools, multiple venues as #coronavirus kills six. The authorities in more than a dozen affected provinces ordered the closure of schools, universities and cultural centres in a bid to contain the outbreak. (Aljazeera) pic.twitter.com/783PsiNPHm",Max Howroute&nbsp;??,"Sun, 23 Feb 2020 02:57:33 GMT"
"A new suspected #coronavirus case in Ankara, Turkey. (Video by Abdullah T) pic.twitter.com/tu70Wvdnbe",Max Howroute&nbsp;??,"Sun, 23 Feb 2020 02:35:27 GMT"
Oh god...I am not want share this but...A lot of children in this situation in #Iran#coronaviruspic.twitter.com/D0x5wh0YEZ,Millennium News EN/TR,"Sun, 23 Feb 2020 00:37:02 GMT"
"Not really a fan of him as a politician, per se. But as a ninety-four-years-old human being, Tun Mahathir is just amazingly exceptional.This is the very same man during his graduation at King Edward VII College of Medicine Singapore, 67 years ago. https://t.co/MHanJSYCZE pic.twitter.com/OdDzE8XMZv","Tue, 25 Feb 2020 07:47:38 GMT",97ce33dfd6f08717b464ad014e03cf2c
